Cruise	Station	Type	Year	Month	Day	Hour	Minute	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	QV:ODV:Bot Depth [m]	Depth [m]	QV:ODV:Depth [m]	Pressure [dbar]	QV:ODV:Pressure [dbar]	Temperature [degC]	QV:ODV:Temperature [degC]
AGS1	1232	*	2014	1	19	2	10	-15.6800	62.2600		1	7	0	7	0	8.6	0
AGS1	1233	*	2014	1	19	2	15	-15.7200	62.2700		1	7	0	7	0	8.5	0
AGS1	1234	*	2014	1	19	2	20	-15.7600	62.2800		1	7	0	7	0	8.5	0
AGS1	1235	*	2014	1	19	2	25	-15.7900	62.2900		1	7	0	7	0	8.4	0
AGS1	1236	*	2014	1	19	2	30	-15.8300	62.3100		1	7	0	7	0	8.5	0
AGS1	1237	*	2014	1	19	2	35	-15.8700	62.3200		1	7	0	7	0	8.5	0
AGS1	1238	*	2014	1	19	2	40	-15.9100	62.3300		1	7	0	7	0	8.5	0
AGS1	1239	*	2014	1	19	2	45	-15.9400	62.3400		1	7	0	7	0	8.4	0
AGS1	1240	*	2014	1	19	2	50	-15.9800	62.3500		1	7	0	7	0	8.4	0
AGS1	1241	*	2014	1	19	2	55	-16.0200	62.3600		1	7	0	7	0	8.4	0
AGS1	1242	*	2014	1	19	3	0	-16.0600	62.3700		1	7	0	7	0	8.4	0
AGS1	1243	*	2014	1	19	3	5	-16.0900	62.3800		1	7	0	7	0	8.4	0
AGS1	1244	*	2014	1	19	3	10	-16.1300	62.3900		1	7	0	7	0	8.4	0
AGS1	1245	*	2014	1	19	3	15	-16.1700	62.4000		1	7	0	7	0	8.4	0
AGS1	1246	*	2014	1	19	3	20	-16.2100	62.4100		1	7	0	7	0	8.4	0
AGS1	1247	*	2014	1	19	3	25	-16.2400	62.4200		1	7	0	7	0	8.4	0
AGS1	1248	*	2014	1	19	3	30	-16.2800	62.4300		1	7	0	7	0	8.4	0
AGS1	1249	*	2014	1	19	3	35	-16.3200	62.4400		1	7	0	7	0	8.4	0
AGS1	1250	*	2014	1	19	3	40	-16.3500	62.4500		1	7	0	7	0	8.4	0
AGS1	1251	*	2014	1	19	3	45	-16.3900	62.4600		1	7	0	7	0	8.4	0
AGS1	1252	*	2014	1	19	3	50	-16.4300	62.4700		1	7	0	7	0	8.4	0
AGS1	1253	*	2014	1	19	3	55	-16.4700	62.4800		1	7	0	7	0	8.3	0
AGS1	1254	*	2014	1	19	4	0	-16.5000	62.4900		1	7	0	7	0	8.3	0
AGS1	1255	*	2014	1	19	4	5	-16.5400	62.5000		1	7	0	7	0	8.3	0
AGS1	1256	*	2014	1	19	4	10	-16.5800	62.5100		1	7	0	7	0	8.3	0
AGS1	1257	*	2014	1	19	4	15	-16.6200	62.5200		1	7	0	7	0	8.3	0
AGS1	1258	*	2014	1	19	4	20	-16.6500	62.5300		1	7	0	7	0	8.3	0
AGS1	1259	*	2014	1	19	4	25	-16.6900	62.5400		1	7	0	7	0	8.3	0
AGS1	1260	*	2014	1	19	4	30	-16.7300	62.5500		1	7	0	7	0	8.3	0
AGS1	1261	*	2014	1	19	4	35	-16.7600	62.5600		1	7	0	7	0	8.3	0
AGS1	1262	*	2014	1	19	4	40	-16.8000	62.5700		1	7	0	7	0	8.3	0
AGS1	1263	*	2014	1	19	4	45	-16.8400	62.5800		1	7	0	7	0	8.4	0
AGS1	1264	*	2014	1	19	4	50	-16.8800	62.5900		1	7	0	7	0	8.4	0
AGS1	1265	*	2014	1	19	4	55	-16.9100	62.6000		1	7	0	7	0	8.5	0
AGS1	1266	*	2014	1	19	5	0	-16.9500	62.6200		1	7	0	7	0	8.4	0
AGS1	1267	*	2014	1	19	5	5	-16.9900	62.6300		1	7	0	7	0	8.4	0
AGS1	1268	*	2014	1	19	5	10	-17.0300	62.6400		1	7	0	7	0	8.5	0
AGS1	1269	*	2014	1	19	5	15	-17.0600	62.6500		1	7	0	7	0	8.5	0
AGS1	1270	*	2014	1	19	5	20	-17.1000	62.6600		1	7	0	7	0	8.4	0
AGS1	1271	*	2014	1	19	5	25	-17.1400	62.6700		1	7	0	7	0	8.5	0
AGS1	1272	*	2014	1	19	5	30	-17.1700	62.6800		1	7	0	7	0	8.5	0
AGS1	1273	*	2014	1	19	5	35	-17.2100	62.6900		1	7	0	7	0	8.4	0
AGS1	1274	*	2014	1	19	5	40	-17.2500	62.7000		1	7	0	7	0	8.3	0
AGS1	1275	*	2014	1	19	5	45	-17.2900	62.7100		1	7	0	7	0	8.3	0
AGS1	1276	*	2014	1	19	5	50	-17.3200	62.7200		1	7	0	7	0	8.3	0
AGS1	1277	*	2014	1	19	5	55	-17.3600	62.7300		1	7	0	7	0	8.3	0
AGS1	1278	*	2014	1	19	6	0	-17.4000	62.7400		1	7	0	7	0	8.3	0
AGS1	1279	*	2014	1	19	6	5	-17.4400	62.7500		1	7	0	7	0	8.3	0
AGS1	1280	*	2014	1	19	6	10	-17.4700	62.7600		1	7	0	7	0	8.3	0
AGS1	1281	*	2014	1	19	6	15	-17.5100	62.7700		1	7	0	7	0	8.3	0
AGS1	1282	*	2014	1	19	6	20	-17.5500	62.7800		1	7	0	7	0	8.2	0
AGS1	1283	*	2014	1	19	6	25	-17.5900	62.7900		1	7	0	7	0	8.2	0
AGS1	1284	*	2014	1	19	6	30	-17.6200	62.8000		1	7	0	7	0	8.2	0
AGS1	1285	*	2014	1	19	6	35	-17.6600	62.8100		1	7	0	7	0	8.2	0
AGS1	1286	*	2014	1	19	6	40	-17.7000	62.8200		1	7	0	7	0	8.3	0
AGS1	1287	*	2014	1	19	6	45	-17.7300	62.8300		1	7	0	7	0	8.3	0
AGS1	1288	*	2014	1	19	6	50	-17.7700	62.8400		1	7	0	7	0	8.3	0
AGS1	1289	*	2014	1	19	6	55	-17.8100	62.8500		1	7	0	7	0	8.2	0
AGS1	1290	*	2014	1	19	7	0	-17.8500	62.8600		1	7	0	7	0	8.3	0
AGS1	1291	*	2014	1	19	7	5	-17.8800	62.8700		1	7	0	7	0	8.3	0
AGS1	1292	*	2014	1	19	7	10	-17.9200	62.8800		1	7	0	7	0	8.3	0
AGS1	1293	*	2014	1	19	7	15	-17.9600	62.8900		1	7	0	7	0	8.3	0
AGS1	1294	*	2014	1	19	7	20	-18.0000	62.9000		1	7	0	7	0	8.3	0
AGS1	1295	*	2014	1	19	7	25	-18.0300	62.9100		1	7	0	7	0	8.3	0
AGS1	1296	*	2014	1	19	7	30	-18.0700	62.9300		1	7	0	7	0	8.3	0
